,Date,ticker,price,volume
10137,10/29/18,RCL,95.49926758,3127800
10138,10/30/18,RCL,97.69674683,2928100
10139,10/31/18,RCL,100.4987793,2585300
10140,11/1/18,RCL,104.0684814,2176300
10141,11/2/18,RCL,101.5255508,2129800
10142,11/5/18,RCL,101.5447464,1363200
10143,11/6/18,RCL,101.832634,1433000
10144,11/7/18,RCL,104.6250534,2107700
10145,11/8/18,RCL,103.3391876,1960400
10146,11/9/18,RCL,102.8401947,1614300
10147,11/12/18,RCL,100.4412079,1212700
10148,11/13/18,RCL,101.9477768,1741900
10149,11/14/18,RCL,102.206871,1454800
10150,11/15/18,RCL,105.421524,2467800
10151,11/16/18,RCL,105.5462723,1500700
10152,11/19/18,RCL,102.6962433,928800
10153,11/20/18,RCL,102.9265594,1920000
10154,11/21/18,RCL,103.032135,1198000
10155,11/23/18,RCL,105.8245468,746600
10156,11/26/18,RCL,106.9568787,1289400
10157,11/27/18,RCL,106.2659607,959000
10158,11/28/18,RCL,107.993248,1488200
10159,11/29/18,RCL,107.1200104,1722300
10160,11/30/18,RCL,108.5018311,1574800
10161,12/3/18,RCL,109.6341553,2069100
10162,12/4/18,RCL,104.7210159,1634200
10163,12/6/18,RCL,105.7861633,1597600
10164,12/7/18,RCL,100.6810989,1419200
10165,12/10/18,RCL,100.6235352,1540600
10166,12/11/18,RCL,99.81745148,1364600
10167,12/12/18,RCL,101.3336258,965500
10168,12/13/18,RCL,100.8250427,816800
10169,12/14/18,RCL,102.7634354,1503600
10170,12/17/18,RCL,102.0533295,2144500
10171,12/18/18,RCL,101.2184906,1828300
10172,12/19/18,RCL,98.48467255,3020600
10173,12/20/18,RCL,93.91545105,3822200
10174,12/21/18,RCL,89.37519073,3293500
10175,12/24/18,RCL,86.43852997,1390100
10176,12/26/18,RCL,91.25891876,1594000
10177,12/27/18,RCL,91.5390625,1278500
10178,12/28/18,RCL,92.77555847,1704400
10179,12/31/18,RCL,94.46607208,1879200
10180,1/2/19,RCL,94.46607208,1352200
10181,1/3/19,RCL,89.40419006,2807800
10182,1/4/19,RCL,95.40309906,2261400
